22,177,2758.275862,920.2413793,86,163.826087,2175.478261,889.2173913,81.34782609,220.875,3415.75,1103.5,153.375,140.15,1355.225,855.5125,75.8875,191.972973,2680.405405,1011.135135,95.10810811,176.2222222,2887.333333,982,98.44444444,176.8888889,1390.666667,893.8888889,88.55555556,156,2801.887097,908.983871,79,154,1555,864,82,139,1363.717949,832.6410256,74,35,3436,1140,40
23,177,2760.241379,920.5862069,86,163.9130435,2176.73913,889.6086957,81.17391304,226,3428,1105,153,140.3,1351.95,855.775,76.025,192.1621622,2682.567568,1012.189189,95.35135135,176.8518519,2890.111111,983,99.37037037,177.0740741,1390.222222,893.7407407,88.2962963,156,2801.548387,908.9354839,79,154,1554.860465,863.9302326,82,139,1363.752137,832.6239316,74,35,3441,1143,40
24,177,2762.206897,920.9310345,86,164,2178,890,81,226.875,3439.875,1107.875,151.875,140.45,1348.675,856.0375,76.1625,192.3513514,2684.72973,1013.243243,95.59459459,177.4814815,2892.888889,984,100.2962963,177.2592593,1389.777778,893.5925926,88.03703704,156,2801.209677,908.8870968,79,154,1554.72093,863.8604651,82,139,1363.786325,832.6068376,74,35,3445.6,1151.8,40
25,177,2764.172414,921.2758621,86,164.0869565,2179.26087,890.3913043,80.82608696,227.75,3451.75,1110.75,150.75,140.6,1345.4,856.3,76.3,192.5405405,2686.891892,1014.297297,95.83783784,178.1111111,2895.666667,985,101.2222222,177.4444444,1389.333333,893.4444444,87.77777778,156,2800.870968,908.8387097,79,154,1554.581395,863.7906977,82,139,1363.820513,832.5897436,74,35,3450.2,1160.6,40
26,177,2766.137931,921.6206897,86,164.173913,2180.521739,890.7826087,80.65217391,228.625,3463.625,1113.625,149.625,140.75,1342.125,856.5625,76.4375,192.7297297,2689.054054,1015.351351,96.08108108,178.7407407,2898.444444,986,102.1481481,177.6296296,1388.888889,893.2962963,87.51851852,156,2800.532258,908.7903226,79,154,1554.44186,863.7209302,82,139,1363.854701,832.5726496,74,35,3454.8,1169.4,40
27,177,2768.103448,921.9655172,86,164.2608696,2181.782609,891.173913,80.47826087,229.5,3475.5,1116.5,148.5,140.9,1338.85,856.825,76.575,192.9189189,2691.216216,1016.405405,96.32432432,179.3703704,2901.222222,987,103.0740741,177.8148148,1388.444444,893.1481481,87.25925926,156,2800.193548,908.7419355,79,154,1554.302326,863.6511628,82,139,1363.888889,832.5555556,74,35,3459.4,1178.2,40
28,177,2770.068966,922.3103448,86,164.3478261,2183.043478,891.5652174,80.30434783,230.375,3487.375,1119.375,147.375,141.05,1335.575,857.0875,76.7125,193.1081081,2693.378378,1017.459459,96.56756757,180,2904,988,104,178,1388,893,87,156,2799.854839,908.6935484,79,154,1554.162791,863.5813953,82,139,1363.923077,832.5384615,74,35,3464,1187,40
29,177,2772.034483,922.6551724,86,164.4347826,2184.304348,891.9565217,80.13043478,231.25,3499.25,1122.25,146.25,141.2,1332.3,857.35,76.85,193.2972973,2695.540541,1018.513514,96.81081081,180.6470588,2907.823529,989.4117647,104.9411765,177.8648649,1386.648649,893.2972973,87.18918919,156,2799.516129,908.6451613,79,154,1554.023256,863.5116279,82,139,1363.957265,832.5213675,74,35.66666667,3466.333333,1199.666667,40
30,177,2774,923,86,164.5217391,2185.565217,892.3478261,79.95652174,232.125,3511.125,1125.125,145.125,141.35,1329.025,857.6125,76.9875,193.4864865,2697.702703,1019.567568,97.05405405,181.2941176,2911.647059,990.8235294,105.8823529,177.7297297,1385.297297,893.5945946,87.37837838,156,2799.177419,908.5967742,79,154,1553.883721,863.4418605,82,139,1363.991453,832.5042735,74,36.33333333,3468.666667,1212.333333,40
31,176.6666667,2776.083333,923.6666667,85.16666667,164.6086957,2186.826087,892.7391304,79.7826087,233,3523,1128,144,141.5,1325.75,857.875,77.125,193.6756757,2699.864865,1020.621622,97.2972973,181.9411765,2915.470588,992.2352941,106.8235294,177.5945946,1383.945946,893.8918919,87.56756757,156,2798.83871,908.5483871,79,154,1553.744186,863.372093,82,139,1364.025641,832.4871795,74,37,3471,1225,40
32,176.3333333,2778.166667,924.3333333,84.33333333,164.6956522,2188.086957,893.1304348,79.60869565,233.7777778,3534.777778,1131.333333,143,141.65,1322.475,858.1375,77.2625,193.8648649,2702.027027,1021.675676,97.54054054,182.5882353,2919.294118,993.6470588,107.7647059,177.4594595,1382.594595,894.1891892,87.75675676,156,2798.5,908.5,79,154,1553.604651,863.3023256,82,139,1364.059829,832.4700855,74,38,3473.5,1242,40.5
33,176,2780.25,925,83.5,164.7826087,2189.347826,893.5217391,79.43478261,234.5555556,3546.555556,1134.666667,142,141.8,1319.2,858.4,77.4,194.0540541,2704.189189,1022.72973,97.78378378,183.2352941,2923.117647,995.0588235,108.7058824,177.3243243,1381.243243,894.4864865,87.94594595,156,2798.16129,908.4516129,79,154,1553.465116,863.2325581,82,139,1364.094017,832.4529915,74,39,3476,1259,41
34,175.6666667,2782.333333,925.6666667,82.66666667,164.8695652,2190.608696,893.9130435,79.26086957,235.3333333,3558.333333,1138,141,141.95,1315.925,858.6625,77.5375,194.2432432,2706.351351,1023.783784,98.02702703,183.8823529,2926.941176,996.4705882,109.6470588,177.1891892,1379.891892,894.7837838,88.13513514,156,2797.822581,908.4032258,79,154,1553.325581,863.1627907,82,139,1364.128205,832.4358974,74,39.66666667,3478,1277.666667,41
35,175.3333333,2784.416667,926.3333333,81.83333333,164.9565217,2191.869565,894.3043478,79.08695652,236.1111111,3570.111111,1141.333333,140,142.1,1312.65,858.925,77.675,194.4324324,2708.513514,1024.837838,98.27027027,184.5294118,2930.764706,997.8823529,110.5882353,177.0540541,1378.540541,895.0810811,88.32432432,156,2797.483871,908.3548387,79,154,1553.186047,863.0930233,82,139,1364.162393,832.4188034,74,40.33333333,3480,1296.333333,41
36,175,2786.5,927,81,165.0434783,2193.130435,894.6956522,78.91304348,236.8888889,3581.888889,1144.666667,139,142.25,1309.375,859.1875,77.8125,194.6216216,2710.675676,1025.891892,98.51351351,185.1764706,2934.588235,999.2941176,111.5294118,176.9189189,1377.189189,895.3783784,88.51351351,156,2797.145161,908.3064516,79,154,1553.046512,863.0232558,82,139,1364.196581,832.4017094,74,41,3482,1315,41
37,174.6666667,2788.583333,927.6666667,80.16666667,165.1304348,2194.391304,895.0869565,78.73913043,237.6666667,3593.666667,1148,138,142.4,1306.1,859.45,77.95,194.8108108,2712.837838,1026.945946,98.75675676,185.8235294,2938.411765,1000.705882,112.4705882,176.7837838,1375.837838,895.6756757,88.7027027,156,2796.806452,908.2580645,79,154,1552.906977,862.9534884,82,139,1364.230769,832.3846154,74,41,3491.4,1306.4,41
38,174.3333333,2790.666667,928.3333333,79.33333333,165.2173913,2195.652174,895.4782609,78.56521739,238.4444444,3605.444444,1151.333333,137,142.55,1302.825,859.7125,78.0875,195,2715,1028,99,186.4705882,2942.235294,1002.117647,113.4117647,176.6486486,1374.486486,895.972973,88.89189189,156,2796.467742,908.2096774,79,154,1552.767442,862.8837209,82,139,1364.264957,832.3675214,74,41,3500.8,1297.8,41
39,174,2792.75,929,78.5,165.3043478,2196.913043,895.8695652,78.39130435,239.2222222,3617.222222,1154.666667,136,142.7,1299.55,859.975,78.225,195.1818182,2714.045455,1029.227273,99.27272727,187.1176471,2946.058824,1003.529412,114.3529412,176.5135135,1373.135135,896.2702703,89.08108108,156,2796.129032,908.1612903,79,154,1552.627907,862.8139535,82,139,1364.299145,832.3504274,74,41,3510.2,1289.2,41
40,173.6666667,2794.833333,929.6666667,77.66666667,165.3913043,2198.173913,896.2608696,78.2173913,240,3629,1158,135,142.85,1296.275,860.2375,78.3625,195.3636364,2713.090909,1030.454545,99.54545455,187.7647059,2949.882353,1004.941176,115.2941176,176.3783784,1371.783784,896.5675676,89.27027027,156,2795.790323,908.1129032,79,154,1552.488372,862.744186,82,139,1364.333333,832.3333333,74,41,3519.6,1280.6,41
41,173.3333333,2796.916667,930.3333333,76.83333333,165.4782609,2199.434783,896.6521739,78.04347826,240,3638.5,1162,134,143,1293,860.5,78.5,195.5454545,2712.136364,1031.681818,99.81818182,188.4117647,2953.705882,1006.352941,116.2352941,176.2432432,1370.432432,896.8648649,89.45945946,156,2795.451613,908.0645161,79,154,1552.348837,862.6744186,82,139,1364.367521,832.3162393,74,41,3529,1272,41
42,173,2799,931,76,165.5652174,2200.695652,897.0434783,77.86956522,240,3648,1166,133,143.15,1289.725,860.7625,78.6375,195.7272727,2711.181818,1032.909091,100.0909091,189.0588235,2957.529412,1007.764706,117.1764706,176.1081081,1369.081081,897.1621622,89.64864865,156,2795.112903,908.016129,79,154,1552.209302,862.6046512,82,139,1364.401709,832.2991453,74,41,3536.75,1267.25,41
43,173.2352941,2799,931.6470588,76.58823529,165.6521739,2201.956522,897.4347826,77.69565217,240,3657.5,1170,132,143.3,1286.45,861.025,78.775,195.9090909,2710.227273,1034.136364,100.3636364,189.7058824,2961.352941,1009.176471,118.1176471,175.972973,1367.72973,897.4594595,89.83783784,156,2794.774194,907.9677419,79,154,1552.069767,862.5348837,82,139,1364.435897,832.2820513,74,41,3544.5,1262.5,41
44,173.4705882,2799,932.2941176,77.17647059,165.7391304,2203.217391,897.826087,77.52173913,240,3667,1174,131,143.45,1283.175,861.2875,78.9125,196.0909091,2709.272727,1035.363636,100.6363636,190.3529412,2965.176471,1010.588235,119.0588235,175.8378378,1366.378378,897.7567568,90.02702703,156,2794.435484,907.9193548,79,154,1551.930233,862.4651163,82,139,1364.470085,832.2649573,74,41,3552.25,1257.75,41
45,173.7058824,2799,932.9411765,77.76470588,165.826087,2204.478261,898.2173913,77.34782609,240,3676,1176.333333,129.3333333,143.6,1279.9,861.55,79.05,196.2727273,2708.318182,1036.590909,100.9090909,191,2969,1012,120,175.7027027,1365.027027,898.0540541,90.21621622,156,2794.096774,907.8709677,79,154,1551.790698,862.3953488,82,139,1364.504274,832.2478632,74,41,3560,1253,41
46,173.9411765,2799,933.5882353,78.35294118,165.9130435,2205.73913,898.6086957,77.17391304,240,3685,1178.666667,127.6666667,143.75,1276.625,861.8125,79.1875,196.4545455,2707.363636,1037.818182,101.1818182,191.6470588,2972.823529,1013.411765,120.9411765,175.5675676,1363.675676,898.3513514,90.40540541,156,2793.758065,907.8225806,79,154,1551.651163,862.3255814,82,139,1364.538462,832.2307692,74,41,3567.75,1252.75,41
47,174.1764706,2799,934.2352941,78.94117647,166,2207,899,77,240,3694,1181,126,143.9,1273.35,862.075,79.325,196.6363636,2706.409091,1039.045455,101.4545455,192.2941176,2976.647059,1014.823529,121.8823529,175.4324324,1362.324324,898.6486486,90.59459459,156,2793.419355,907.7741935,79,154,1551.511628,862.255814,82,139,1364.57265,832.2136752,74,41,3575.5,1252.5,41
48,174.4117647,2799,934.8823529,79.52941176,166.1333333,2206.6,899.4666667,76.86666667,240.2,3699.6,1184,124.4,144.05,1270.075,862.3375,79.4625,196.8181818,2705.454545,1040.272727,101.7272727,192.9411765,2980.470588,1016.235294,122.8235294,175.2972973,1360.972973,898.9459459,90.78378378,156,2793.080645,907.7258065,79,154,1551.372093,862.1860465,82,139,1364.606838,832.1965812,74,41,3583.25,1252.25,41
49,174.6470588,2799,935.5294118,80.11764706,166.2666667,2206.2,899.9333333,76.73333333,240.4,3705.2,1187,122.8,144.2,1266.8,862.6,79.6,197,2704.5,1041.5,102,193.5882353,2984.294118,1017.647059,123.7647059,175.1621622,1359.621622,899.2432432,90.97297297,156,2792.741935,907.6774194,79,154,1551.232558,862.1162791,82,139,1364.641026,832.1794872,74,41,3591,1252,41
50,174.8823529,2799,936.1764706,80.70588235,166.4,2205.8,900.4,76.6,240.6,3710.8,1190,121.2,144.35,1263.525,862.8625,79.7375,197.1818182,2703.545455,1042.727273,102.2727273,194.2352941,2988.117647,1019.058824,124.7058824,175.027027,1358.27027,899.5405405,91.16216216,156,2792.403226,907.6290323,79,154,1551.093023,862.0465116,82,139,1364.675214,832.1623932,74,41,3597.5,1256.75,41
51,175.1176471,2799,936.8235294,81.29411765,166.5333333,2205.4,900.8666667,76.46666667,240.8,3716.4,1193,119.6,144.5,1260.25,863.125,79.875,197.3636364,2702.590909,1043.954545,102.5454545,194.8823529,2991.941176,1020.470588,125.6470588,174.8918919,1356.918919,899.8378378,91.35135135,156,2792.064516,907.5806452,79,154,1550.953488,861.9767442,82,139,1364.709402,832.1452991,74,41,3604,1261.5,41
52,175.3529412,2799,937.4705882,81.88235294,166.6666667,2205,901.3333333,76.33333333,241,3722,1196,118,144.65,1256.975,863.3875,80.0125,197.5454545,2701.636364,1045.181818,102.8181818,195.5294118,2995.764706,1021.882353,126.5882353,174.7567568,1355.567568,900.1351351,91.54054054,156,2791.725806,907.5322581,79,154,1550.813953,861.9069767,82,139,1364.74359,832.1282051,74,41,3610.5,1266.25,41
53,175.5882353,2799,938.1176471,82.47058824,166.8,2204.6,901.8,76.2,240.8333333,3728.5,1199.833333,111.5,144.8,1253.7,863.65,80.15,197.7272727,2700.681818,1046.409091,103.0909091,196.1764706,2999.588235,1023.294118,127.5294118,174.6216216,1354.216216,900.4324324,91.72972973,156,2791.387097,907.483871,79,154,1550.674419,861.8372093,82,139,1364.777778,832.1111111,74,41,3617,1271,41
54,175.8235294,2799,938.7647059,83.05882353,166.9333333,2204.2,902.2666667,76.06666667,240.6666667,3735,1203.666667,105,144.95,1250.425,863.9125,80.2875,197.9090909,2699.727273,1047.636364,103.3636364,196.8235294,3003.411765,1024.705882,128.4705882,174.4864865,1352.864865,900.7297297,91.91891892,156,2791.048387,907.4354839,79,154,1550.534884,861.7674419,82,139,1364.811966,832.0940171,74,41,3623.5,1280,41
55,176.0588235,2799,939.4117647,83.64705882,167.0666667,2203.8,902.7333333,75.93333333,240.5,3741.5,1207.5,98.5,145.1,1247.15,864.175,80.425,198.0909091,2698.772727,1048.863636,103.6363636,197.4705882,3007.235294,1026.117647,129.4117647,174.3513514,1351.513514,901.027027,92.10810811,156,2790.709677,907.3870968,79,154,1550.395349,861.6976744,82,139,1364.846154,832.0769231,74,41,3630,1289,41
56,176.2941176,2799,940.0588235,84.23529412,167.2,2203.4,903.2,75.8,240.3333333,3748,1211.333333,92,145.25,1243.875,864.4375,80.5625,198.2727273,2697.818182,1050.090909,103.9090909,198.1176471,3011.058824,1027.529412,130.3529412,174.2162162,1350.162162,901.3243243,92.2972973,156,2790.370968,907.3387097,79,154,1550.255814,861.627907,82,139,1364.880342,832.0598291,74,41,3636.5,1298,41
57,176.5294118,2799,940.7058824,84.82352941,167.3333333,2203,903.6666667,75.66666667,240.1666667,3754.5,1215.166667,85.5,145.4,1240.6,864.7,80.7,198.4545455,2696.863636,1051.318182,104.1818182,198.7647059,3014.882353,1028.941176,131.2941176,174.0810811,1348.810811,901.6216216,92.48648649,156,2790.032258,907.2903226,79,154,1550.116279,861.5581395,82,139,1364.91453,832.042735,74,41,3643,1307,41
58,176.7647059,2799,941.3529412,85.41176471,167.4666667,2202.6,904.1333333,75.53333333,240,3761,1219,79,145.55,1237.325,864.9625,80.8375,198.6363636,2695.909091,1052.545455,104.4545455,199.4117647,3018.705882,1030.352941,132.2352941,173.9459459,1347.459459,901.9189189,92.67567568,156,2789.693548,907.2419355,79,154,1549.976744,861.4883721,82,139,1364.948718,832.025641,74,41,3647.666667,1321.333333,41
59,177,2799,942,86,167.6,2202.2,904.6,75.4,241.3333333,3762.833333,1220.5,77.16666667,145.7,1234.05,865.225,80.975,198.8181818,2694.954545,1053.772727,104.7272727,200.0588235,3022.529412,1031.764706,133.1764706,173.8108108,1346.108108,902.2162162,92.86486486,156,2789.354839,907.1935484,79,154,1549.837209,861.4186047,82,139,1364.982906,832.008547,74,41,3652.333333,1335.666667,41
60,177,2796.695652,942.3913043,86.08695652,167.7333333,2201.8,905.0666667,75.26666667,242.6666667,3764.666667,1222,75.33333333,145.85,1230.775,865.4875,81.1125,199,2694,1055,105,200.7058824,3026.352941,1033.176471,134.1176471,173.6756757,1344.756757,902.5135135,93.05405405,156,2789.016129,907.1451613,79,154,1549.697674,861.3488372,82,139,1365.017094,831.991453,74,41,3657,1350,41
61,177,2794.391304,942.7826087,86.17391304,167.8666667,2201.4,905.5333333,75.13333333,244,3766.5,1223.5,73.5,146,1227.5,865.75,81.25,199.2105263,2690.210526,1055.315789,105.2631579,201.3529412,3030.176471,1034.588235,135.0588235,173.5405405,1343.405405,902.8108108,93.24324324,156,2788.677419,907.0967742,79,154,1549.55814,861.2790698,82,139,1365.051282,831.974359,74,41,3661.666667,1366.333333,41
62,177,2792.086957,943.173913,86.26086957,168,2201,906,75,245.3333333,3768.333333,1225,71.66666667,146.15,1224.225,866.0125,81.3875,199.4210526,2686.421053,1055.631579,105.5263158,202,3034,1036,136,173.4054054,1342.054054,903.1081081,93.43243243,156,2788.33871,907.0483871,79,154,1549.418605,861.2093023,82,139,1365.08547,831.957265,74,41,3666.333333,1382.666667,41
63,177,2789.782609,943.5652174,86.34782609,168.0384615,2199.846154,906.3461538,75.23076923,246.6666667,3770.166667,1226.5,69.83333333,146.3,1220.95,866.275,81.525,199.6315789,2682.631579,1055.947368,105.7894737,202.0833333,3039.888889,1037.194444,135.3611111,173.2702703,1340.702703,903.4054054,93.62162162,156,2788,907,79,154,1549.27907,861.1395349,82,139,1365.119658,831.9401709,74,41,3671,1399,41
64,177,2787.478261,943.9565217,86.43478261,168.0769231,2198.692308,906.6923077,75.46153846,248,3772,1228,68,146.45,1217.675,866.5375,81.6625,199.8421053,2678.842105,1056.263158,106.0526316,202.1666667,3045.777778,1038.388889,134.7222222,173.1351351,1339.351351,903.7027027,93.81081081,156,2786.604651,906.744186,79.09302326,154,1549.139535,861.0697674,82,139,1365.153846,831.9230769,74,41,3679.5,1391.5,41
65,177,2785.173913,944.3478261,86.52173913,168.1153846,2197.538462,907.0384615,75.69230769,246.8571429,3767.428571,1233,72.57142857,146.6,1214.4,866.8,81.8,200.0526316,2675.052632,1056.578947,106.3157895,202.25,3051.666667,1039.583333,134.0833333,173,1338,904,94,156,2785.209302,906.4883721,79.18604651,154,1549,861,82,139,1365.188034,831.9059829,74,41,3688,1384,41
66,177,2782.869565,944.7391304,86.60869565,168.1538462,2196.384615,907.3846154,75.92307692,245.7142857,3762.857143,1238,77.14285714,146.75,1211.125,867.0625,81.9375,200.2631579,2671.263158,1056.894737,106.5789474,202.3333333,3057.555556,1040.777778,133.4444444,173,1336.166667,904.3666667,94,156,2783.813953,906.2325581,79.27906977,154,1549.333333,861.0666667,81.6,139,1365.222222,831.8888889,74,41,3696.5,1376.5,41
